Date,ExchangeRate,KRX100,KORIBOR,LIBOR,달러지수 (종가),콜금리,KOSPI
2020.12.10,1.083,5.975,0.92,0.08288,90.82,0.49,2.746
2020.12.11,1.086,5.967,0.92,0.08325,90.98,0.5,2.770
2020.12.14,1.089,5.953,0.92,0.0825,90.71,0.5,2.762
2020.12.15,1.090,5.977,0.92,0.082,90.47,0.49,2.757
2020.12.16,1.093,5.969,0.91,0.08125,90.45,0.49,2.772
2020.12.17,1.092,5.957,0.91,0.08538,89.82,0.48,2.770
2020.12.18,1.092,5.971,0.91,0.08438,90.02,0.48,2.772
2020.12.21,1.097,5.878,0.91,0.08463,90.04,0.51,2.779
2020.12.22,1.101,5.959,0.91,0.08513,90.65,0.52,2.734
2020.12.23,1.106,6.068,0.91,0.08563,90.41,0.56,2.760
2020.12.24,1.108,6.072,0.91,0.081,90.32,0.55,2.807
2020.12.28,1.103,6.111,0.92,0,90.34,0.55,2.809
2020.12.29,1.098,6.224,0.93,0.08738,89.99,0.54,2.821
2020.12.30,1.093,0.000,0.94,0.08563,89.68,0.57,2.873
2020.12.31,1.088,6.381,0.94,0.07763,89.94,0.61,n.ll
2021.01.04,1.088,6.479,0.94,0.08463,89.87,0.53,2.944
2021.01.05,1.083,6.419,0.91,0.08638,89.44,0.48,2.991
2021.01.06,1.086,6.568,0.89,0.0865,89.53,0.48,2.968
2021.01.07,1.086,6.881,0.88,0.08675,89.83,0.49,3.032
2021.01.08,1.087,6.899,0.87,0.08675,90.1,0.48,3.152
2021.01.11,1.094,6.839,0.87,0.08688,90.46,0.51,3.148
2021.01.12,1.097,6.889,0.86,0.08588,90.09,0.48,3.126
2021.01.13,1.099,6.860,0.86,0.086,90.36,0.49,3.148
2021.01.14,1.095,6.695,0.86,0.08675,90.24,0.49,3.150
2021.01.15,1.100,6.541,0.86,0.08663,90.77,0.5,3.086
2021.01.18,1.097,6.712,0.86,0,90.76,0.51,3.014
2021.01.19,1.104,6.760,0.86,0.08513,90.5,0.48,3.093
2021.01.20,1.102,6.853,0.86,0.08663,90.47,0.48,3.115
2021.01.21,1.100,6.805,0.86,0.087,90.13,0.48,3.161
2021.01.22,1.099,6.967,0.87,0.08625,90.24,0.49,3.141
2021.01.25,1.102,6.797,0.87,0.08463,90.39,0.48,3.209
2021.01.26,1.103,6.756,0.88,0.08375,90.17,0.51,3.140
2021.01.27,1.103,6.646,0.88,0.08288,90.65,0.45,3.123
2021.01.28,1.104,6.453,0.88,0.07925,90.46,0.46,3.069
2021.01.29,1.114,6.647,0.88,0.07875,90.58,0.52,2.976
2021.02.01,1.117,6.727,0.88,0.07925,90.98,0.49,3.057
2021.02.02,1.118,6.793,0.88,0.08113,91.2,0.47,3.097
2021.02.03,1.116,6.684,0.88,0.08288,91.17,0.45,3.130
2021.02.04,1.114,6.768,0.88,0.083,91.53,0.47,3.088
2021.02.05,1.116,6.682,0.87,0.08288,91.04,0.46,3.121
2021.02.08,1.124,6.664,0.87,0.08125,90.93,0.48,3.091
2021.02.09,1.119,6.701,0.87,0.07988,90.44,0.49,3.085
2021.02.10,1.116,6.816,0.87,0.07988,90.37,0.49,3.101
2021.02.15,1.110,6.841,0.87,0,90.48,0.49,3.147
2021.02.16,1.103,6.764,0.87,0.0815,90.51,0.5,3.163
2021.02.17,1.099,6.653,0.87,0,90.95,0.47,3.134
2021.02.18,1.107,6.712,0.87,0,90.59,0.49,3.087
2021.02.19,1.105,6.636,0.86,0,90.36,0.51,3.108
2021.02.22,1.107,6.607,0.86,0,90.01,0.5,3.080
2021.02.23,1.106,"6,607",0.86,0,90.17,0.49,3.070
